identifier,template_id,manipulation,split,template_split,entity_split,agent,recipient,event,changed_field,base,paraphrase,counterfactual,base_paraphrase_unigram_jaccard,base_paraphrase_unigram_multiset_f1,base_paraphrase_bigram_jaccard,base_paraphrase_edit_similarity,base_paraphrase_structural_edit_similarity,base_paraphrase_token_count,base_paraphrase_length_difference,base_counterfactual_unigram_jaccard,base_counterfactual_unigram_multiset_f1,base_counterfactual_bigram_jaccard,base_counterfactual_edit_similarity,base_counterfactual_structural_edit_similarity,base_counterfactual_token_count,base_counterfactual_length_difference,absolute_unigram_jaccard_gap,absolute_unigram_multiset_f1_gap,absolute_bigram_jaccard_gap,absolute_edit_similarity_gap,absolute_structural_edit_similarity_gap,absolute_length_difference_gap,match_score
agent_recipient_style_0_010,agent_recipient_style_0,agent_recipient,dev,dev,dev,Keira,Ben,give,agent_recipient,Keira gave Ben the key because he was locked out.,"Because Ben was locked out, Keira gave him the key.","Because Keira was locked out, Ben gave her the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_011,agent_recipient_style_0,agent_recipient,dev,dev,dev,Liam,Clara,give,agent_recipient,Liam gave Clara the map because she was locked out.,"Because Clara was locked out, Liam gave her the map.","Because Liam was locked out, Clara gave him the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_012,agent_recipient_style_0,agent_recipient,dev,dev,dev,Maya,Diego,give,agent_recipient,Maya gave Diego the torch because he was locked out.,"Because Diego was locked out, Maya gave him the torch.","Because Maya was locked out, Diego gave her the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_013,agent_recipient_style_0,agent_recipient,dev,dev,dev,Noah,Elena,give,agent_recipient,Noah gave Elena the package because she was locked out.,"Because Elena was locked out, Noah gave her the package.","Because Noah was locked out, Elena gave him the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_014,agent_recipient_style_0,agent_recipient,test_entity,dev,test,Priya,Victor,give,agent_recipient,Priya gave Victor the note because he was locked out.,"Because Victor was locked out, Priya gave him the note.","Because Priya was locked out, Victor gave her the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_015,agent_recipient_style_0,agent_recipient,test_entity,dev,test,Owen,Priya,give,agent_recipient,Owen gave Priya the key because she was locked out.,"Because Priya was locked out, Owen gave her the key.","Because Owen was locked out, Priya gave him the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_016,agent_recipient_style_0,agent_recipient,test_entity,dev,test,Rosa,Owen,give,agent_recipient,Rosa gave Owen the map because he was locked out.,"Because Owen was locked out, Rosa gave him the map.","Because Rosa was locked out, Owen gave her the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_017,agent_recipient_style_0,agent_recipient,test_entity,dev,test,Theo,Rosa,give,agent_recipient,Theo gave Rosa the torch because she was locked out.,"Because Rosa was locked out, Theo gave her the torch.","Because Theo was locked out, Rosa gave him the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_018,agent_recipient_style_0,agent_recipient,test_entity,dev,test,Uma,Theo,give,agent_recipient,Uma gave Theo the package because he was locked out.,"Because Theo was locked out, Uma gave him the package.","Because Uma was locked out, Theo gave her the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_0_019,agent_recipient_style_0,agent_recipient,test_entity,dev,test,Victor,Uma,give,agent_recipient,Victor gave Uma the note because she was locked out.,"Because Uma was locked out, Victor gave her the note.","Because Victor was locked out, Uma gave him the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_000,agent_recipient_style_1,agent_recipient,dev,dev,dev,Ava,Farid,give,agent_recipient,Ava gave Farid the key since he was locked out.,"Since Farid was locked out, Ava gave him the key.","Since Ava was locked out, Farid gave her the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_001,agent_recipient_style_1,agent_recipient,dev,dev,dev,Ben,Grace,give,agent_recipient,Ben gave Grace the map since she was locked out.,"Since Grace was locked out, Ben gave her the map.","Since Ben was locked out, Grace gave him the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_002,agent_recipient_style_1,agent_recipient,dev,dev,dev,Clara,Hugo,give,agent_recipient,Clara gave Hugo the torch since he was locked out.,"Since Hugo was locked out, Clara gave him the torch.","Since Clara was locked out, Hugo gave her the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_003,agent_recipient_style_1,agent_recipient,dev,dev,dev,Diego,Inez,give,agent_recipient,Diego gave Inez the package since she was locked out.,"Since Inez was locked out, Diego gave her the package.","Since Diego was locked out, Inez gave him the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_004,agent_recipient_style_1,agent_recipient,dev,dev,dev,Elena,Jonah,give,agent_recipient,Elena gave Jonah the note since he was locked out.,"Since Jonah was locked out, Elena gave him the note.","Since Elena was locked out, Jonah gave her the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_005,agent_recipient_style_1,agent_recipient,dev,dev,dev,Farid,Keira,give,agent_recipient,Farid gave Keira the key since she was locked out.,"Since Keira was locked out, Farid gave her the key.","Since Farid was locked out, Keira gave him the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_006,agent_recipient_style_1,agent_recipient,dev,dev,dev,Grace,Liam,give,agent_recipient,Grace gave Liam the map since he was locked out.,"Since Liam was locked out, Grace gave him the map.","Since Grace was locked out, Liam gave her the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_007,agent_recipient_style_1,agent_recipient,dev,dev,dev,Hugo,Maya,give,agent_recipient,Hugo gave Maya the torch since she was locked out.,"Since Maya was locked out, Hugo gave her the torch.","Since Hugo was locked out, Maya gave him the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_008,agent_recipient_style_1,agent_recipient,dev,dev,dev,Inez,Noah,give,agent_recipient,Inez gave Noah the package since he was locked out.,"Since Noah was locked out, Inez gave him the package.","Since Inez was locked out, Noah gave her the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_009,agent_recipient_style_1,agent_recipient,dev,dev,dev,Jonah,Ava,give,agent_recipient,Jonah gave Ava the note since she was locked out.,"Since Ava was locked out, Jonah gave her the note.","Since Jonah was locked out, Ava gave him the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_010,agent_recipient_style_1,agent_recipient,dev,dev,dev,Keira,Ben,give,agent_recipient,Keira gave Ben the key since he was locked out.,"Since Ben was locked out, Keira gave him the key.","Since Keira was locked out, Ben gave her the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_011,agent_recipient_style_1,agent_recipient,dev,dev,dev,Liam,Clara,give,agent_recipient,Liam gave Clara the map since she was locked out.,"Since Clara was locked out, Liam gave her the map.","Since Liam was locked out, Clara gave him the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_012,agent_recipient_style_1,agent_recipient,dev,dev,dev,Maya,Diego,give,agent_recipient,Maya gave Diego the torch since he was locked out.,"Since Diego was locked out, Maya gave him the torch.","Since Maya was locked out, Diego gave her the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_013,agent_recipient_style_1,agent_recipient,dev,dev,dev,Noah,Elena,give,agent_recipient,Noah gave Elena the package since she was locked out.,"Since Elena was locked out, Noah gave her the package.","Since Noah was locked out, Elena gave him the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_014,agent_recipient_style_1,agent_recipient,test_entity,dev,test,Priya,Victor,give,agent_recipient,Priya gave Victor the note since he was locked out.,"Since Victor was locked out, Priya gave him the note.","Since Priya was locked out, Victor gave her the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_015,agent_recipient_style_1,agent_recipient,test_entity,dev,test,Owen,Priya,give,agent_recipient,Owen gave Priya the key since she was locked out.,"Since Priya was locked out, Owen gave her the key.","Since Owen was locked out, Priya gave him the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_016,agent_recipient_style_1,agent_recipient,test_entity,dev,test,Rosa,Owen,give,agent_recipient,Rosa gave Owen the map since he was locked out.,"Since Owen was locked out, Rosa gave him the map.","Since Rosa was locked out, Owen gave her the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_017,agent_recipient_style_1,agent_recipient,test_entity,dev,test,Theo,Rosa,give,agent_recipient,Theo gave Rosa the torch since she was locked out.,"Since Rosa was locked out, Theo gave her the torch.","Since Theo was locked out, Rosa gave him the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_018,agent_recipient_style_1,agent_recipient,test_entity,dev,test,Uma,Theo,give,agent_recipient,Uma gave Theo the package since he was locked out.,"Since Theo was locked out, Uma gave him the package.","Since Uma was locked out, Theo gave her the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_1_019,agent_recipient_style_1,agent_recipient,test_entity,dev,test,Victor,Uma,give,agent_recipient,Victor gave Uma the note since she was locked out.,"Since Uma was locked out, Victor gave her the note.","Since Victor was locked out, Uma gave him the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_000,agent_recipient_style_2,agent_recipient,test_template,test,dev,Ava,Farid,give,agent_recipient,Ava gave Farid the key when he was locked out.,"When Farid was locked out, Ava gave him the key.","When Ava was locked out, Farid gave her the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_001,agent_recipient_style_2,agent_recipient,test_template,test,dev,Ben,Grace,give,agent_recipient,Ben gave Grace the map when she was locked out.,"When Grace was locked out, Ben gave her the map.","When Ben was locked out, Grace gave him the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_002,agent_recipient_style_2,agent_recipient,test_template,test,dev,Clara,Hugo,give,agent_recipient,Clara gave Hugo the torch when he was locked out.,"When Hugo was locked out, Clara gave him the torch.","When Clara was locked out, Hugo gave her the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_003,agent_recipient_style_2,agent_recipient,test_template,test,dev,Diego,Inez,give,agent_recipient,Diego gave Inez the package when she was locked out.,"When Inez was locked out, Diego gave her the package.","When Diego was locked out, Inez gave him the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_004,agent_recipient_style_2,agent_recipient,test_template,test,dev,Elena,Jonah,give,agent_recipient,Elena gave Jonah the note when he was locked out.,"When Jonah was locked out, Elena gave him the note.","When Elena was locked out, Jonah gave her the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_005,agent_recipient_style_2,agent_recipient,test_template,test,dev,Farid,Keira,give,agent_recipient,Farid gave Keira the key when she was locked out.,"When Keira was locked out, Farid gave her the key.","When Farid was locked out, Keira gave him the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_006,agent_recipient_style_2,agent_recipient,test_template,test,dev,Grace,Liam,give,agent_recipient,Grace gave Liam the map when he was locked out.,"When Liam was locked out, Grace gave him the map.","When Grace was locked out, Liam gave her the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_007,agent_recipient_style_2,agent_recipient,test_template,test,dev,Hugo,Maya,give,agent_recipient,Hugo gave Maya the torch when she was locked out.,"When Maya was locked out, Hugo gave her the torch.","When Hugo was locked out, Maya gave him the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_008,agent_recipient_style_2,agent_recipient,test_template,test,dev,Inez,Noah,give,agent_recipient,Inez gave Noah the package when he was locked out.,"When Noah was locked out, Inez gave him the package.","When Inez was locked out, Noah gave her the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_009,agent_recipient_style_2,agent_recipient,test_template,test,dev,Jonah,Ava,give,agent_recipient,Jonah gave Ava the note when she was locked out.,"When Ava was locked out, Jonah gave her the note.","When Jonah was locked out, Ava gave him the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_010,agent_recipient_style_2,agent_recipient,test_template,test,dev,Keira,Ben,give,agent_recipient,Keira gave Ben the key when he was locked out.,"When Ben was locked out, Keira gave him the key.","When Keira was locked out, Ben gave her the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_011,agent_recipient_style_2,agent_recipient,test_template,test,dev,Liam,Clara,give,agent_recipient,Liam gave Clara the map when she was locked out.,"When Clara was locked out, Liam gave her the map.","When Liam was locked out, Clara gave him the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_012,agent_recipient_style_2,agent_recipient,test_template,test,dev,Maya,Diego,give,agent_recipient,Maya gave Diego the torch when he was locked out.,"When Diego was locked out, Maya gave him the torch.","When Maya was locked out, Diego gave her the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_013,agent_recipient_style_2,agent_recipient,test_template,test,dev,Noah,Elena,give,agent_recipient,Noah gave Elena the package when she was locked out.,"When Elena was locked out, Noah gave her the package.","When Noah was locked out, Elena gave him the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_014,agent_recipient_style_2,agent_recipient,test_both,test,test,Priya,Victor,give,agent_recipient,Priya gave Victor the note when he was locked out.,"When Victor was locked out, Priya gave him the note.","When Priya was locked out, Victor gave her the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_015,agent_recipient_style_2,agent_recipient,test_both,test,test,Owen,Priya,give,agent_recipient,Owen gave Priya the key when she was locked out.,"When Priya was locked out, Owen gave her the key.","When Owen was locked out, Priya gave him the key.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
